PATHWAY_SORTORDER	BIOCHEMICAL	SUPER_PATHWAY	SUB_PATHWAY	COMP_ID	PLATFORM	CHEMICAL_ID	RI	MASS	CAS	PUBCHEM	CHEMSPIDER	KEGG	                               Group   HMDB_ID	Dd2_B	Dd2_C	Dd2_D	Dd2_F	Dd2_G	C12_A_1R	C12_B	C12_C	C12_D	C12_E	C710_A1	C710_B	C710_C	C710_E	C710_H	BAT_A_minus	BAT_B_minus	BAT_C_minus	BAT_D_minus	BAT_E_minus	BAT_A_plus	BAT_B_plus	BAT_C_plus	BAT_D_plus	BAT_E_plus	PUR_A_minus	PUR_B_minus	PUR_C_minus	PUR_D_minus	PUR_E_minus	PUR_A_plus	PUR_B_plus	PUR_C_plus	PUR_D_plus	PUR_E_plus
2844	pyridoxal phosphate	Cofactors and Vitamins	Vitamin B6 Metabolism	5331	LC/MS Neg	492	943	246.0173	41468-25-1	1051	1022	C00018	HMDB01491	100584	201018	163313	163020	147150		203304	168821	264142	69949		173605	129724	34268	152450																				
2842	pyridoxamine	Cofactors and Vitamins	Vitamin B6 Metabolism	2150	LC/MS Pos Early	568	2975	169.09716	58052-48-5	1052	1023	C00534	HMDB01431	405761	779779	258879	1153911	579036		939967	327745	663025	353976	214125	715470		340210	527911	281460	370471	687675			458860	289673	321064	230411		845355	186925	366896	285199	238059		397816	436044	218640	
2843	pyridoxamine phosphate	Cofactors and Vitamins	Vitamin B6 Metabolism	3138	LC/MS Pos Early	493	1932	249.06349	529-96-4	1053	1024	C00647	HMDB01555	274277	339509	345598	1664133	1118824		954836	243844	447227	226753	44136	277141	124953	78138	370504																				
2841	pyridoxine (Vitamin B6)	Cofactors and Vitamins	Vitamin B6 Metabolism	608	LC/MS Pos Early	936	2442	170.08117	58-56-0	1054	1025	C00314	HMDB02075	417678	1032645	592055	763685	1150959	210536	849487	382401	897807	306301	394162	694478	473837	321192	575796	662585	502761	908483	80936	317801	197684	186650	240652	219739	321195	168124	158451	366433	208036	413611	128745	212950	382086	241058	482404
51	pyroglutamine*	Amino Acid	Glutamate Metabolism	46225	LC/MS Pos Early	100001540	1900	129.06586	2353-44-8	134508	118562			871707	1248361	1369610	1295649	1554729	360522	1122921	792261	1269418	324374	719147	1021263	1058927	361984	1091880	316301	501755	822422		594758	231983	135801	262380	293526	529504	1529641	159134	221302	214889	393758		310836	418539	302004	506249
3205	quinate	Xenobiotics	Food Component/Plant	18335	LC/MS Polar	100000442	2432.9	191.05611	77-95-2	6508	10246715	C00296	HMDB03072	182465	467497	99049	151335	1300807		330922	362082	227878	474282	993986	324215	84341		510273	824174	2301330	3837197	616183	983403	823233	707261	1913910	1723495	1259659	1197714	569547	984249	1197727	1593334	729001	544029	1172669	1232650	1649313
2836	retinol (Vitamin A)	Cofactors and Vitamins	Vitamin A Metabolism	1806	LC/MS Pos Late	498	1636	269.22639	68-26-8	445354	393012	C00473	HMDB00305	158052	595425	337883	350080	383503		546099	229988	772674	95584	205924	512160	221038	62389	209792					104047									77905		75624			84208	
859	ribonate	Carbohydrate	Pentose Metabolism	27731	LC/MS Polar	100001007	2425	165.04046	8/3/36	5460677	4574162	C01685	HMDB00867	227266	689908	521482	1141001	1359808		772844	575957	898400		420144	597762			792722											114339							276428		
320	S-adenosylhomocysteine (SAH)	Amino Acid	Methionine Cysteine SAM and Taurine Metabolism	42382	LC/MS Neg	197	1832.4	383.11431	979-92-0	439155	16788012	C00021	HMDB00939	552713	1190169	1065423	1283693	1477691	220839	1301985	274829	1443069	343247	89461	643893	958851	240630	687615	41901	40064	48613		39432	58630		49346	20933	40692	36759	37747		27254	21127		16750	42378	20731	
319	S-adenosylmethionine (SAM)	Amino Acid	Methionine Cysteine SAM and Taurine Metabolism	15915	LC/MS Pos Late	1263	573	399.14452	24346-00-7;86867-01-8;86867-0108	34755		C00019	HMDB01185	252305	663921	1416649	633342	804850	100151	529841	239731	518714	162655		742262	634508	159122	761921																				
3210	salicin	Xenobiotics	Food Component/Plant	38164	LC/MS Pos Early	100002378	1805	309.09447	138-52-3	439503	4961	C01451	HMDB03546	8089766	9428479	8520069	12471688	17445160	2141628	12473268	8471114	11085657	5701566	6829017	11169715	10421620	6256003	11344024	333491	364597	516690	70699	707842	284210	76206	280420	144596	163458	794390	446711	251702	267232	384337		178365	422658	96149	209799
851	sedoheptulose-7-phosphate	Carbohydrate	Pentose Phosphate Pathway	35649	LC/MS Pos Early	100001628	540	273.037	2646-35-7	616	596	C05382	HMDB01068	1275408	1891566	2043064	4324360	3359962	169037	2699703	1060214	2602395	477223	461870	1815326	2203469	651208	2406297			31727		52351						143719							27094		
9	serine	Amino Acid	Glycine Serine and Threonine Metabolism	1648	LC/MS Pos Early	503	1239	106.04987	56-45-1	5951	5736	C00065	HMDB00187	67100176	102207336	121845912	197458496	234310240	9033312	157982496	92568600	158283376	35652824	48074924	94077728	50095772	28578356	109732832	2820820	4748310	6509821	909100	3174649	1032695	1440028	1804128	1428989	2478621	3848730	2738536	2860926	2188175	1993494	1883025	885934	5053618	1012572	2334554
390	spermidine	Amino Acid	Polyamine Metabolism	485	LC/MS Pos Early	50	3355	146.16518	124-20-9	1102	1071	C00315	HMDB01257	19106550	33779912	25939260	74204984	90325648	2243670	54780660	21881592	42233216	17552360	13471282	25338248	10856214	5527202	28449504	2831434	3177304	1401634	360028	3089203	1086302	718170	843855	704102	1430157	552540	2619486	592355	747638	842878	46663	1018249	923479	324449	231144
388	spermine	Amino Acid	Polyamine Metabolism	603	LC/MS Pos Late	507	758	203.22303	71-44-3	1103	1072	C00750	HMDB01256	222985	356454	372329	881920	1287616		896541	393010	719035	129913	280232	391658	85067		356813		30189																		
1777	sphinganine	Lipid	Sphingolipid Metabolism	17769	LC/MS Pos Late	313	1413	302.30536	3102-56-5	3126	3014	C00836	HMDB00269	763056	934032	609346	883725	1045029	465717	910085	493089	994550	602957	350084	842933	463612	388633	709642	223082	646130	731319	603944	515219	348403	263748	556351	339306	332652	140054	210922	304327	455936	492639	969660	140294	341764	411718	392557
1796	sphingomyelin (d18:1/14:0 d16:1/16:0)*	Lipid	Sphingolipid Metabolism	42463	LC/MS Pos Late	100004328	1998	675.54355		11433862	9608732			3413412	6672082	5509216	9154878	11426949	1326605	7242901	3123447	7589648	2383062	6635162	5947856	4252097	2011122	6412636	5174188	8608575	10037709	4700780	7941561	10360512	5689180	9358421	5568128	6237626	5964444	5504929	8604854	6005789	6861663	6856786	3979226	8568530	4827977	7331288
1805	sphingomyelin (d18:1/15:0 d16:1/17:0)*	Lipid	Sphingolipid Metabolism	52433	LC/MS Pos Late	100006314	2082	689.5592	121999-58-4		28532779			2025124	4268114	3600416	4889829	7633724	701931	5151675	2144914	5086141	1524925	3586142	3908995	2501419	1120621	3792968	3084159	6231636	6556172	3253925	6974127	6411210	4104963	6159485	3844477	5373999	4352998	3602876	5801546	4901212	5791747	4707531	2543260	5522408	4118097	6135634
1810	sphingomyelin (d18:1/17:0 d17:1/18:0 d19:1/16:0)	Lipid	Sphingolipid Metabolism	52615	LC/MS Pos Late	100008920	2312	717.5905	121999-64-2					1596357	4526483	2680510	3238362	5202540	213532	4991319	1990767	3882907	1034122	2031570	2887285	2052841	569424	2452250	1872522	5140919	5411793	2574243	5830681	4377200	3135774	4957203	3166658	4727637	3516653	2074749	3975154	4231520	4770487	3694721	1362363	3820736	3494255	5223346
1782	sphingomyelin (d18:1/18:1 d18:2/18:0)	Lipid	Sphingolipid Metabolism	37529	LC/MS Pos Late	100002106	2167	729.5905	108392-10-5	6443882	4947837			2479022	3870447	3843390	3813628	5235339	1300547	4215280	2866461	4493195	1939376	3864951	3478171	2954452	1596984	4169440	5380749	6721062	7449363	4433491	8591381	7906525	5196875	7106852	5132338	6999115	6583137	5556950	6843945	6992308	7440235	7426293	4497148	6774139	6105663	8018555
1803	sphingomyelin (d18:1/20:0 d16:1/22:0)*	Lipid	Sphingolipid Metabolism	48490	LC/MS Pos Late	100006290	2685	759.6375			23113477			3693281	34191860	6867596	9627658	40174820	1140528	22198494	5518145	11576359	3005834	6348999	21148000	4667873	1769117	6685728	6068535	13055319	11912126	5182857	13117803	16468128	6968203	11969353	6809855	12518796	8013207	6587010	13458134	9162886	14739871	9223564	4970998	12700098	9353217	12212317
1800	sphingomyelin (d18:1/20:1 d18:2/20:0)*	Lipid	Sphingolipid Metabolism	48491	LC/MS Pos Late	100006292	2383	757.6218	222403-67-0					1546689	2591517	2192262	1802360	3177944	479405	3000385	1615869	2754926	1044870	2149231	2073856	1638498	723542	2212869	2340553	3835906	4393066	2184235	5618121	4153683	2949539	4028188	2748350	4766007	4299122	2755328	4124333	4640062	5446134	4516010	1869736	3884269	4014163	5759823
1806	sphingomyelin (d18:1/21:0 d17:1/22:0 d16:1/23:0)*	Lipid	Sphingolipid Metabolism	52495	LC/MS Pos Late	100009025	2793	773.65311						586298	1566712	949032	1180338	1658825	139213	1697612	635727	1679634	405864	836704	1103727	661156	206601	876394	558506	1396850	1459199	747058	1916703	1388262	930821	1530442	859313	1641866	1139274	660665	1204878	1381604	1764693	1181326	562465	1130373	1269826	1891597
1802	sphingomyelin (d18:1/22:1 d18:2/22:0 d16:1/24:1)*	Lipid	Sphingolipid Metabolism	48493	LC/MS Pos Late	100006295	2666	785.65311			29368329			9533608	51377604	16001483	15616188	58200656	2840409	41048648	12745482	26774248	6506453	14502376	33376540	10210986	3629372	16003687	12684885	22242652	26525854	8583880	32689076	33470246	10443655	25871584	12014499	30341128	16042431	13116310	25305360	23746420	29766316	20311604	8519805	25113166	19689034	30676426
1798	sphingomyelin (d18:1/24:1 d18:2/24:0)*	Lipid	Sphingolipid Metabolism	47153	LC/MS Pos Late	100005986	3033	813.68441	94359-13-4		24846874			62784036	170877600	106047920	135217552	180606016	17596860	185809056	64097960	200379408	47353880	87631248	115336840	72607440	24940958	97930696	100553464	148988304	162590256	74876000	177658560	182755136	95710520	155837040	86913880	150434304	120944304	108918960	158628976	131077024	149744592	126314448	78316192	151437296	115487520	173163952
1797	sphingomyelin (d18:2/14:0 d18:1/14:1)*	Lipid	Sphingolipid Metabolism	47154	LC/MS Pos Late	100005985	1860	673.5279						132116	320114	236072	349543	496038		275465	133925	312335	78592	241562	266271	193782	61170	238382	145870	265257	257178	152834	206247	437521	156245	226290	172248	160422	174652	191963	278743	137431	174248	272663	160571	276643	87761	205966
1799	sphingomyelin (d18:2/16:0 d18:1/16:1)*	Lipid	Sphingolipid Metabolism	42459	LC/MS Pos Late	100004329	2002	701.5592						5269003	10194922	8480751	14766086	14253947	1927254	11484436	4729390	11355188	3950522	8331211	9361607	6686687	3194524	8364365	7276084	10271955	12577949	5635908	11878454	15810441	6837749	11975217	6831584	9142865	8228588	8330936	10978332	8974267	9872211	10719454	6041400	10948806	7333890	10638322
1807	sphingomyelin (d18:2/23:0 d18:1/23:1 d17:1/24:1)*	Lipid	Sphingolipid Metabolism	52435	LC/MS Pos Late	100008956	2845	799.66868						2176898	6450115	3780296	3893216	5813675	494617	7082201	2326014	6883297	1221849	2960803	4263581	2627371	655547	2911566	2300821	3914391	4467640	2025249	5612462	4385067	2543847	4453072	2412506	4639536	3582145	2649247	3794182	4246685	4816004	3492529	1939061	3759543	3662812	5535672
1808	sphingomyelin (d18:2/24:1 d18:1/24:2)*	Lipid	Sphingolipid Metabolism	52437	LC/MS Pos Late	100008957	2635	811.66868						36128428	66741704	50455040	41218344	73694664	9799006	76818552	36439496	77597768	23381740	40322064	50329100	35833000	9914529	45421816	56178680	55857124	109280144	29251122	146232784	98910080	30229916	108205152	44036620	107143352	86298088	54475464	78755440	105938160	86925576	89551304	34183780	78934144	58721312	134130576
1786	sphingosine	Lipid	Sphingolipid Metabolism	17747	LC/MS Pos Late	297	1393	300.28971	123-78-4	5353955	4510275	C00319	HMDB00252	523344	967814	358603	634563	1099676	228768	680412	209147	859672	279558	181249	521451	353136	163994	646865	97205	290030	278644		196762	73201	71116				126539	61570			135223					76417
3227	stachydrine	Xenobiotics	Food Component/Plant	34384	LC/MS Pos Early	100001296	1440	144.10191	4136-37-2	115244	103115	C10172	HMDB04827		369348	324054	3931572	1194942		348739	390250	421972	4372449	1036431	363399	318298	3676856	779540	168240	166089	301643	143197	1114327	304534	258431	256261	306563	316854	263548	296303	416593	407404	248505		62050	7539682	220928	195004
1424	stearoyl ethanolamide	Lipid	Endocannabinoid	38625	LC/MS Pos Late	100002254	1787	328.32101	111-57-9	27902	25958		HMDB13078	252404	400540	196350	338582	404147	120085	484465	225243	374515	231836	397633	388485	195444	138266	261892	106027	173432	199132	169182	223482	185419	100481	159251	151072	168617	240592	118418	184774	220187	217342	202609	95928	151657	128248	159180
1781	stearoyl sphingomyelin (d18:1/18:0)	Lipid	Sphingolipid Metabolism	19503	LC/MS Pos Late	1538	2400	731.60615	85187-10-6;85187-10-6	6453725	4956085	C00550	HMDB01348	15548077	29233632	22281692	19133072	30494964	3435365	31925402	16274834	29532500	10592103	20219550	22692372	16129814	5993798	20778720	24184712	33961456	40434944	18270928	40762564	48988532	25206852	39624344	22676156	34897976	30569568	26895544	44143928	32567332	37970272	33695228	20092908	42935072	27560378	38921264
1272	stearoylcarnitine	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	34409	LC/MS Pos Late	100001391	1485	428.37344	18822-91-8	6426855	21233653		HMDB00848	834337	1481981	1253845	2712514	2111929	479640	1956507	919499	1796281	668486	932527	1693363	987038	331917	1236168	5202565	16315128	28803330	13620999	12574369	14052098	8629432	27274548	15186864	10273828	3292031	6481080	7276716	12433804	9803575	1399281	5103466	7838956	10016219	12214587
1015	succinate	Energy	TCA Cycle	1437	LC/MS Polar	252	3149	117.01933	110-15-6	1110	1078	C00042	HMDB00254	102079752	251760352	163477008	292637792	240265744	20860620	275148608	95480896	242613088	65925340	51887532	155859728	122527440	35423920	157613040	2407906	4809914	5810576	2254570	3426508	3097088	2834229	3462322	3913609	3068888	3343435	2561923	2633369	2666490	3234980	2084115	2351080	4272747	3096952	2984488
3735	succinimide	Xenobiotics	Chemical	41888	LC/MS Polar	100003696	2155	116.03532	123-56-8	11439	10955	C07273		94037	134917		139168	268080		196194		139557	129419		116189	145695	100301	160157																				
1014	succinylcarnitine	Energy	TCA Cycle	37058	LC/MS Pos Early	100001948	2291	262.12852						155996	268099	366658	1000132	461484		365045	203073	452828	89307	169966	413230	308378	159795	251917		122952	188500					71981			431174	108179						117160		
340	taurine	Amino Acid	Methionine Cysteine SAM and Taurine Metabolism	2125	LC/MS Pos Early	512	660	126.02195	107-35-7	1123	1091	C00245	HMDB00251		120839	108351	285676	206950		155097	64931	141816			99812			114963		184823	114736		323473						247965		87643				44892			
2829	thiamin (Vitamin B1)	Cofactors and Vitamins	Thiamine Metabolism	5341	LC/MS Pos Early	873	3050	265.11176	59-43-8	1130		C00378	HMDB00235	227315	696789	628711	1007665	4308733		685635	390680	561703	275229	589539	534391	205469	183325	1966434																				
2831	thiamin diphosphate	Cofactors and Vitamins	Thiamine Metabolism	35670	LC/MS Neg	522	1195.1	423.02986	154-87-0	1132	8715	C00068	HMDB01372	510211	1126676	649630	1147548	1152866	83955	1161707	477933	1328704	366508	260788	944967	786753	318382	800388																				
2830	thiamin monophosphate	Cofactors and Vitamins	Thiamine Metabolism	15798	LC/MS Pos Early	523	2378	345.07809	532-40-1	3382778	2627905	C01081	HMDB02666	69855	290032	195373	237273	294533		239798	46823	263316	54599		192485	185732	57784	196037																				
3741	thiosulfate	Xenobiotics	Chemical	40086	LC/MS Neg	525	617	112.93726	7772-98-7	1084	1054	C05529		133190	144271	120389	123747	373588		241193	130462	93493		244319	86706	49625		168212			100025			65658				32227	37046				39223			46098		
2778	threonate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	27738	LC/MS Polar	100001022	2384	135.02989	70753-61-6	151152	133224	C01620	HMDB00943		716509	1466427	3356748	3807723		290361	928448	2390277	854794	191890		95349		2580900	89938	148904	540145		176448			322025	193834		673656		140505	154608	150293					97408
14	threonine	Amino Acid	Glycine Serine and Threonine Metabolism	1284	LC/MS Pos Early	564	1514	120.06552	72-19-5	6288	6051	C00188	HMDB00167	43441016	85518600	109681872	203173376	257888080	3497472	145147744	63614816	148775296	17657860	25875016	69512136	32610152	14019052	100285952	1487192	1744180	2233263	348883	1283211	634298	688121		444121	887007	1319837	750821	1209290	693019	765265		367456	2037948		707341
721	threonylphenylalanine	Peptide	Dipeptide	31530	LC/MS Neg	100001125	2322	265.11938	16875-27-7	4099799;4099798	3313819			36773	33340	165700	195017	171365		97284	108244	87127			46897	71453	20860	107586		42168	23791		37403							19608								
2732	thymidine	Nucleotide	Pyrimidine Metabolism Thymine containing	2183	LC/MS Neg	872	1963.7	241.08299	50-89-5	5789	5585	C00214	HMDB00273	79330	103164	85740	381402	252464		289827	99676	172262	38695		145799	56973	23009	140083																				
2728	thymidine 5'-monophosphate	Nucleotide	Pyrimidine Metabolism Thymine containing	12023	LC/MS Neg	1248	883	321.04933	33430-62-5	9700	10239189	C00364	HMDB01227	1952102	3410973	2055507	8974701	7124901	134188	5787922	2626177	5258798	1048489	368604	3542350	1655590	708917	3168163																				
2733	thymine	Nucleotide	Pyrimidine Metabolism Thymine containing	604	LC/MS Polar	882	1001.2	125.03565	65-71-4	1135	1103	C00178	HMDB00262	198487	441717	265626	1457028	1295847		941968	219439	599408			384054	121598		446321																				
370	trans-4-hydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	32306	LC/MS Pos Early	1001	1064	132.06552	51-35-4	5810	5605	C01157	HMDB00725	28563504	75737568	61044016	54092312	113213504	8202105	62771036	42817020	53597836	27291844	24213128	49114988	21884764	19968804	64573988	11002098	7952509	15533177	985291	5545822	3736977	2930053	3213666	2770035	5082057	9277239	2497976	5317738	3267838	5993937	1026371	2354718	4961825	3161520	6872061
64	trans-urocanate	Amino Acid	Histidine Metabolism	607	LC/MS Polar	537	1882.5	137.03565	104-98-3	736715	643824	C00785	HMDB00301		171527				272917	275438	145794	193836	235032	280002	157190		637364	256929		241505	405677	215914	185466	62115	72445	440587	195479	404178	322110	1779552	404475	183175	98951	430431	70832	183295	133125	289560
2760	trigonelline (N'-methylnicotinate)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	32401	LC/MS Pos Early	100001092	1388	138.05496	535-83-1	5570	5369	C01004	HMDB00875	189466	378903	412472	283846	227714		153863	126635	333171	319697	412453	219783	219338	151939	276724		79325	65772			286521		176966	191539	127430		168055	224134	216935	143634	153227		181160		127912
209	tryptophan	Amino Acid	Tryptophan Metabolism	54	LC/MS Pos Early	565	2986	205.09716	73-22-3	6305	6066	C00078	HMDB00929	10659661	19498724	39307832	57238608	85451480	919316	36315104	19020024	37285344	5057043	6007950	16710159	11312028	4045483	28107790	355545	543598	566731	63704	366727	119241	177001	209030	128389	251781	543521	263266	215327	170040	205461	93108	105029	260015	103974	260659
119	tyrosine	Amino Acid	Phenylalanine and Tyrosine Metabolism	1299	LC/MS Pos Early	815	2430	182.08117	60-18-4	6057	5833	C00082	HMDB00158	98795680	144926544	215195008	329709216	387274080	9582756	239606400	132555336	251199792	43857184	63491408	145382624	82622656	36120388	196158240	1839791	3989310	2987110	150901	2502196	521351	969868	967047	341793	853231	2267864	2133274	915301	1170170	1437939	199229	586512	1038681	683451	1155092
745	tyrosylglycine	Peptide	Dipeptide	41375	LC/MS Neg	100003598	1635	237.08808	673-05-5	259323	227627			172444	184669	1207555	580340	1047728	54334	371306	433906	344584	173077	75066	255934	754121	165331	606734																				
959	UDP-galactose	Carbohydrate	Nucleotide Sugar	15860	LC/MS Polar	100000298	4000	565.04774	2956-16-3;91183-98-1;137868-52-1	18068	17069	C00052	HMDB00302	38129	87699	38674	146675	132849		108589	32971	117961			91738	26916		66632																				
955	UDP-glucose	Carbohydrate	Nucleotide Sugar	32344	LC/MS Polar	1096	3950	565.04775	117756-22-6	8629	8308	C00029	HMDB00286	451942	526190	238830	1107223	1151570	27044	1105034	403159	681093	239759	198287	643232	335597	152994	472483																				
2611	urate	Nucleotide	Purine Metabolism (Hypo)Xanthine/Inosine containing	1604	LC/MS Pos Early	1134	776	169.03562	69-93-2;120K5305	1175		C00366	HMDB00289	105208	417177	387842	320577	661201	51144	394953	253908	440383	51130	337872	263352	231949	35313	235701			43528														590950			17552
2690	uridine	Nucleotide	Pyrimidine Metabolism Uracil containing	606	LC/MS Neg	535	1457.6	243.06226	58-96-8	6029	5807	C00299	HMDB00296	1171134	1722960	1460765	4270316	3228026	68677	3453912	1395719	2768862	620811	198861	2023523	943945	369690	2436044																				
2684	uridine 5'-diphosphate (UDP)	Nucleotide	Pyrimidine Metabolism Uracil containing	5345	LC/MS Neg	870	599.5	402.99492	21931-53-3	6031	5809	C00015	HMDB00295	718013	373294	1174780		834465	442935	887272	1063252	599224	1048699	357081	850405	1384819	1117405	1067412	241133	250821	129571	38396	256548	145960	23411	102428	37143	183597	23588	395604	48150	58653	120931		82086	17347		22854
2685	uridine 5'-monophosphate (UMP)	Nucleotide	Pyrimidine Metabolism Uracil containing	2856	LC/MS Pos Early	869	590	325.04315	3387-36-8	6030	1399139	C00105	HMDB00288	6805724	7098933	6802894	13831745	12874979	1523662	12536070	8414885	11846513	3678485	1158160	10419190	7314807	4713718	11340485	56602	104143	54964		169183							158384		52477			15064			
2683	uridine 5'-triphosphate (UTP)	Nucleotide	Pyrimidine Metabolism Uracil containing	33448	LC/MS Neg	871	572	482.96126	19817-92-6	6133	5903	C00075	HMDB00285	32642		83252	49253	32448		34490	79136		106808		30135	215642	143060	62368			18870									41986								
296	valine	Amino Acid	Leucine Isoleucine and Valine Metabolism	1649	LC/MS Pos Early	566	2479	118.08626	72-18-4	6287	6050	C00183	HMDB00883	59823712	128665584	127654208	288630880	321899456	7783495	192495456	76489776	178849232	28199066	38417776	88085288	43375808	21752784	130890232																				
759	valylglutamine	Peptide	Dipeptide	42079	LC/MS Pos Early	100003640	2295	246.14484	42854-54-6	5253209	4419671			5188305	4121464	16522411	9206313	14528995	734294	6315479	7216207	7912702	2951260	4273868	7028086	11220792	2826113	9445760	100403	406633	169357		282846						35529	312009	39852	64688	127514					
760	valylglycine	Peptide	Dipeptide	40475	LC/MS Pos Early	100003641	2444	175.10772	686-43-1	136487	120256			11993296	19064628	41963032	50050796	69797200	1452793	31296012	17355640	30026424	10142010	7755892	19576988	18387442	8757144	38260160	174819	397662	121927		158401							365390		47879	186818					
763	valylleucine	Peptide	Dipeptide	39994	LC/MS Neg	100003210	3335	229.15576	22906-55-4	352039	312586			995274	785974	6448872	3115080	5130955	641979	1756526	1513647	2001954	665205	1465459	1448233	5147475	1486044	2778845	305103	717278	975482	49642	479579	50105	66347	267100		142223	254797	1368593	187364	492275	922675		114588	55003	82628	118132
2604	xanthine	Nucleotide	Purine Metabolism (Hypo)Xanthine/Inosine containing	3147	LC/MS Neg	1004	910	151.02615	69-89-6	1188	1151	C00385	HMDB00292	134027	130461	95630	123024	117228	50783	165934	128596	161352	47657	54083	110954	108073	57750	85293			16053		18085	25024		20800				30491	15318		84054		24470	83419		
2605	xanthosine 5'-monophosphate (xmp)	Nucleotide	Purine Metabolism (Hypo)Xanthine/Inosine containing	12024	LC/MS Neg	1251	580	363.03474	25899-70-1	73323	10463791	C00655	HMDB01554	47155	217595	86105	229891	113258		144304	95936	312184		369819	124622	33013		84112																				
																																																
